gbd_term	mapped_trait_uri	mapping_strategy	mapping_source	include_in_pipeline	hierarchy_distance	hierarchy_weight	root_mapped_trait_uri	lookup_trait_uri	replacement_type	source_file	source_column	source_value	search_term	matched_gwas_trait_examples	n_matching_pubmeds
Hemoglobinopathies and hemolytic anemias	MONDO:0021559	canonical	canonical_model_review	TRUE	0	1	MONDO:0021559		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0021559	Hemoglobinopathies and hemolytic anemias		5
Hemolytic disease and other neonatal jaundice	EFO:1000739	canonical	canonical_model_review	TRUE	0	1	EFO:1000739		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1000739	Hemolytic disease and other neonatal jaundice		1
Hodgkin lymphoma	MONDO:0004633	canonical	canonical_model_review	TRUE	0	1	MONDO:0004633		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004633	Hodgkin lymphoma		1
Hodgkin lymphoma	MONDO:0004665	canonical	canonical_model_review	TRUE	0	1	MONDO:0004665		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004665	Hodgkin lymphoma		3
Hodgkin lymphoma	MONDO:0004952	canonical	canonical_model_review	TRUE	0	1	MONDO:0004952		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004952	Hodgkin lymphoma		14
Hypertensive heart disease	MONDO:0001302	canonical	canonical_model_review	TRUE	0	1	MONDO:0001302		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0001302	Hypertensive heart disease		5
Idiopathic developmental intellectual disability	HP:0001249	canonical	canonical_model_review	TRUE	0	1	HP:0001249		original	04_evidence_package_reviewed.csv	ontology_id	HP:0001249	Idiopathic developmental intellectual disability		2
Idiopathic developmental intellectual disability	MONDO:0005503	canonical	canonical_human_review	TRUE	0	1	MONDO:0005503		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005503	Idiopathic developmental intellectual disability		1
Idiopathic epilepsy	MONDO:0005027	canonical	canonical_human_review	TRUE	0	1	MONDO:0005027		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005027	Idiopathic epilepsy		23
Idiopathic epilepsy	MONDO:0005579	canonical	canonical_model_review	TRUE	0	1	MONDO:0005579		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005579	Idiopathic epilepsy		5
Idiopathic epilepsy	MONDO:0009696	canonical	canonical_model_review	TRUE	0	1	MONDO:0009696		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0009696	Idiopathic epilepsy		2
Idiopathic epilepsy	MONDO:0010826	canonical	canonical_model_review	TRUE	0	1	MONDO:0010826		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0010826	Idiopathic epilepsy		2
Idiopathic epilepsy	MONDO:0800453	canonical	canonical_model_review	TRUE	0	1	MONDO:0800453		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0800453	Idiopathic epilepsy		2
Inflammatory bowel disease	MONDO:0005265	canonical	canonical_model_review	TRUE	0	1	MONDO:0005265		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005265	Inflammatory bowel disease		38
Inguinal, femoral, and abdominal hernia	EFO:1001791	canonical	canonical_model_review	TRUE	0	1	EFO:1001791		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1001791	Inguinal, femoral, and abdominal hernia		7
Inguinal, femoral, and abdominal hernia	HP:0000023	canonical	canonical_model_review	TRUE	0	1	HP:0000023		original	04_evidence_package_reviewed.csv	ontology_id	HP:0000023	Inguinal, femoral, and abdominal hernia		15
Inguinal, femoral, and abdominal hernia	HP:0001537	canonical	canonical_model_review	TRUE	0	1	HP:0001537		original	04_evidence_package_reviewed.csv	ontology_id	HP:0001537	Inguinal, femoral, and abdominal hernia		10
Inguinal, femoral, and abdominal hernia	HP:0004299	canonical	canonical_model_review	TRUE	0	1	HP:0004299		original	04_evidence_package_reviewed.csv	ontology_id	HP:0004299	Inguinal, femoral, and abdominal hernia		9
Inguinal, femoral, and abdominal hernia	HP:0100790	canonical	canonical_model_review	TRUE	0	1	HP:0100790		original	04_evidence_package_reviewed.csv	ontology_id	HP:0100790	Inguinal, femoral, and abdominal hernia		3
Interstitial lung disease and pulmonary sarcoidosis	EFO:0000768	canonical	canonical_model_review	TRUE	0	1	EFO:0000768		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0000768	Interstitial lung disease and pulmonary sarcoidosis		16
Interstitial lung disease and pulmonary sarcoidosis	MONDO:0015925	canonical	canonical_model_review	TRUE	0	1	MONDO:0015925		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0015925	Interstitial lung disease and pulmonary sarcoidosis		13
Interstitial lung disease and pulmonary sarcoidosis	MONDO:0019338	canonical	canonical_model_review	TRUE	0	1	MONDO:0019338		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019338	Interstitial lung disease and pulmonary sarcoidosis		23
Intracerebral hemorrhage	EFO:0000551	canonical	canonical_model_review	TRUE	0	1	EFO:0000551		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0000551	Intracerebral hemorrhage		7
Intracerebral hemorrhage	EFO:0010177	canonical	canonical_model_review	TRUE	0	1	EFO:0010177		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0010177	Intracerebral hemorrhage		1
Intracerebral hemorrhage	EFO:0010178	canonical	canonical_model_review	TRUE	0	1	EFO:0010178		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0010178	Intracerebral hemorrhage		1
Intracerebral hemorrhage	MONDO:0013792	canonical	canonical_model_review	TRUE	0	1	MONDO:0013792		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0013792	Intracerebral hemorrhage		16
Invasive Non-typhoidal Salmonella (iNTS)	EFO:0009087	canonical	canonical_model_review	TRUE	0	1	EFO:0009087		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0009087	Invasive Non-typhoidal Salmonella (iNTS)		1
Ischemic heart disease	EFO:0001425	canonical	canonical_model_review	TRUE	0	1	EFO:0001425		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0001425	Ischemic heart disease		1
Ischemic heart disease	MONDO:0024644	canonical	canonical_model_review	TRUE	0	1	MONDO:0024644		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0024644	Ischemic heart disease		11
Ischemic stroke	EFO:1001504	canonical	canonical_model_review	TRUE	0	1	EFO:1001504		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1001504	Ischemic stroke		11
Ischemic stroke	EFO:1001976	canonical	canonical_model_review	TRUE	0	1	EFO:1001976		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1001976	Ischemic stroke		8
Ischemic stroke	HP:0002140	canonical	canonical_model_review	TRUE	0	1	HP:0002140		original	04_evidence_package_reviewed.csv	ontology_id	HP:0002140	Ischemic stroke		30
Ischemic stroke	HP:0002637	canonical	canonical_model_review	TRUE	0	1	HP:0002637		original	04_evidence_package_reviewed.csv	ontology_id	HP:0002637	Ischemic stroke		4
Ischemic stroke	MONDO:0002679	canonical	canonical_model_review	TRUE	0	1	MONDO:0002679		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002679	Ischemic stroke		2
Ischemic stroke	MONDO:0005394	canonical	canonical_model_review	TRUE	0	1	MONDO:0005394		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005394	Ischemic stroke		6
Kidney cancer	MONDO:0002367	canonical	canonical_model_review	TRUE	0	1	MONDO:0002367		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002367	Kidney cancer		7
Larynx cancer	MONDO:0002352	canonical	canonical_model_review	TRUE	0	1	MONDO:0002352		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002352	Larynx cancer		2
Larynx cancer	MONDO:0002358	canonical	canonical_model_review	TRUE	0	1	MONDO:0002358		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002358	Larynx cancer		3
Leishmaniasis	MONDO:0005445	canonical	canonical_model_review	TRUE	0	1	MONDO:0005445		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005445	Leishmaniasis		2
Leishmaniasis	MONDO:0005446	canonical	canonical_model_review	TRUE	0	1	MONDO:0005446		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005446	Leishmaniasis		1
Leprosy	MONDO:0005124	canonical	canonical_model_review	TRUE	0	1	MONDO:0005124		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005124	Leprosy		7
Leukemia	MONDO:0000870	canonical	canonical_model_review	TRUE	0	1	MONDO:0000870		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000870	Leukemia		2
Leukemia	MONDO:0000871	canonical	canonical_model_review	TRUE	0	1	MONDO:0000871		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000871	Leukemia		1
Leukemia	MONDO:0004600	canonical	canonical_model_review	TRUE	0	1	MONDO:0004600		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004600	Leukemia		1
Leukemia	MONDO:0004643	canonical	canonical_model_review	TRUE	0	1	MONDO:0004643		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004643	Leukemia		3
Leukemia	MONDO:0004947	canonical	canonical_model_review	TRUE	0	1	MONDO:0004947		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004947	Leukemia		7
Leukemia	MONDO:0004948	canonical	canonical_model_review	TRUE	0	1	MONDO:0004948		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004948	Leukemia		15
Leukemia	MONDO:0004967	canonical	canonical_model_review	TRUE	0	1	MONDO:0004967		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004967	Leukemia		16
Leukemia	MONDO:0005059	canonical	canonical_model_review	TRUE	0	1	MONDO:0005059		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005059	Leukemia		5
Leukemia	MONDO:0005402	canonical	canonical_model_review	TRUE	0	1	MONDO:0005402		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005402	Leukemia		6
Leukemia	MONDO:0011996	canonical	canonical_model_review	TRUE	0	1	MONDO:0011996		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0011996	Leukemia		4
Leukemia	MONDO:0018874	canonical	canonical_model_review	TRUE	0	1	MONDO:0018874		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0018874	Leukemia		9
Leukemia	MONDO:0600030	canonical	canonical_model_review	TRUE	0	1	MONDO:0600030		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0600030	Leukemia		1
Lip and oral cavity cancer	MONDO:0004645	canonical	canonical_model_review	TRUE	0	1	MONDO:0004645		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004645	Lip and oral cavity cancer		1
Lip and oral cavity cancer	MONDO:0005515	canonical	canonical_model_review	TRUE	0	1	MONDO:0005515		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005515	Lip and oral cavity cancer		5
Lip and oral cavity cancer	MONDO:0006834	canonical	canonical_model_review	TRUE	0	1	MONDO:0006834		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006834	Lip and oral cavity cancer		1
Liver cancer	MONDO:0002691	canonical	canonical_model_review	TRUE	0	1	MONDO:0002691		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002691	Liver cancer		5
Liver cancer due to other causes	MONDO:0002691	canonical	canonical_model_review	TRUE	0	1	MONDO:0002691		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002691	Liver cancer due to other causes		5
Low back pain	HP:0003418	canonical	canonical_model_review	TRUE	0	1	HP:0003418		original	04_evidence_package_reviewed.csv	ontology_id	HP:0003418	Low back pain		19
Low back pain	HP:0003419	canonical	canonical_model_review	TRUE	0	1	HP:0003419		original	04_evidence_package_reviewed.csv	ontology_id	HP:0003419	Low back pain		1
Lower extremity peripheral arterial disease	MONDO:0005386	canonical	canonical_model_review	TRUE	0	1	MONDO:0005386		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005386	Lower extremity peripheral arterial disease		14
Lower respiratory infections	MONDO:0000270	canonical	canonical_model_review	TRUE	0	1	MONDO:0000270		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000270	Lower respiratory infections		4
Lower respiratory infections	MONDO:0006012	canonical	canonical_model_review	TRUE	0	1	MONDO:0006012		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006012	Lower respiratory infections		6
Lower respiratory infections	MONDO:0024355	canonical	canonical_human_review	TRUE	0	1	MONDO:0024355		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0024355	Lower respiratory infections		8
Lymphatic filariasis	MONDO:0005761	canonical	canonical_model_review	TRUE	0	1	MONDO:0005761		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005761	Lymphatic filariasis		1
Major depressive disorder	EFO:0007634	canonical	canonical_model_review	TRUE	0	1	EFO:0007634		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0007634	Major depressive disorder		7
Major depressive disorder	MONDO:0002009	canonical	canonical_model_review	TRUE	0	1	MONDO:0002009		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002009	Major depressive disorder		122
Major depressive disorder	MONDO:0002050	canonical	canonical_model_review	TRUE	0	1	MONDO:0002050		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002050	Major depressive disorder		10
Malaria	EFO:0010970	canonical	canonical_model_review	TRUE	0	1	EFO:0010970		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0010970	Malaria		1
Malaria	MONDO:0005136	canonical	canonical_model_review	TRUE	0	1	MONDO:0005136		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005136	Malaria		11
Male infertility	MONDO:0003150	canonical	canonical_human_review	TRUE	0	1	MONDO:0003150		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0003150	Male infertility		7
Male infertility	MONDO:0005372	canonical	canonical_model_review	TRUE	0	1	MONDO:0005372		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005372	Male infertility		8
Malignant skin melanoma	MONDO:0005012	canonical	canonical_model_review	TRUE	0	1	MONDO:0005012		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005012	Malignant skin melanoma		9
Malignant skin melanoma	MONDO:0005105	canonical	canonical_model_review	TRUE	0	1	MONDO:0005105		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005105	Malignant skin melanoma		21
Malignant skin melanoma	MONDO:0006486	canonical	canonical_model_review	TRUE	0	1	MONDO:0006486		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006486	Malignant skin melanoma		4
Maternal abortion and miscarriage	EFO:1001491	canonical	canonical_model_review	TRUE	0	1	EFO:1001491		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1001491	Maternal abortion and miscarriage		3
Maternal abortion and miscarriage	HP:0005268	canonical	canonical_model_review	TRUE	0	1	HP:0005268		original	04_evidence_package_reviewed.csv	ontology_id	HP:0005268	Maternal abortion and miscarriage		3
Maternal disorders	MONDO:0024575	canonical	canonical_model_review	TRUE	0	1	MONDO:0024575		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0024575	Maternal disorders		9
Maternal hemorrhage	EFO:0009579	canonical	canonical_model_review	TRUE	0	1	EFO:0009579		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0009579	Maternal hemorrhage		3
Maternal hemorrhage	HP:0025328	canonical	canonical_model_review	TRUE	0	1	HP:0025328		original	04_evidence_package_reviewed.csv	ontology_id	HP:0025328	Maternal hemorrhage		6
Maternal hypertensive disorders	HP:0008071	canonical	canonical_model_review	TRUE	0	1	HP:0008071		original	04_evidence_package_reviewed.csv	ontology_id	HP:0008071	Maternal hypertensive disorders		2
Maternal sepsis and other maternal infections	HP:0100806	canonical	canonical_model_review	TRUE	0	1	HP:0100806		original	04_evidence_package_reviewed.csv	ontology_id	HP:0100806	Maternal sepsis and other maternal infections		17
Maternal sepsis and other maternal infections	MONDO:0005229	canonical	canonical_model_review	TRUE	0	1	MONDO:0005229		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005229	Maternal sepsis and other maternal infections		5
Measles	MONDO:0004619	canonical	canonical_model_review	TRUE	0	1	MONDO:0004619		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004619	Measles		2
Meningitis	MONDO:0004796	canonical	canonical_model_review	TRUE	0	1	MONDO:0004796		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004796	Meningitis		3
Meningitis	MONDO:0006670	canonical	canonical_model_review	TRUE	0	1	MONDO:0006670		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006670	Meningitis		1
Meningitis	MONDO:0006913	canonical	canonical_model_review	TRUE	0	1	MONDO:0006913		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006913	Meningitis		1
Meningitis	MONDO:0007015	canonical	canonical_model_review	TRUE	0	1	MONDO:0007015		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0007015	Meningitis		2
Meningitis	MONDO:0021108	canonical	canonical_model_review	TRUE	0	1	MONDO:0021108		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0021108	Meningitis		4
Mesothelioma	MONDO:0003308	canonical	canonical_model_review	TRUE	0	1	MONDO:0003308		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0003308	Mesothelioma		1
Mesothelioma	MONDO:0005065	canonical	canonical_model_review	TRUE	0	1	MONDO:0005065		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005065	Mesothelioma		1
Mesothelioma	MONDO:0005112	canonical	canonical_model_review	TRUE	0	1	MONDO:0005112		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005112	Mesothelioma		1
Migraine	MONDO:0005277	canonical	canonical_model_review	TRUE	0	1	MONDO:0005277		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005277	Migraine		32
Migraine	MONDO:0005475	canonical	canonical_model_review	TRUE	0	1	MONDO:0005475		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005475	Migraine		7
Migraine	MONDO:0011847	canonical	canonical_model_review	TRUE	0	1	MONDO:0011847		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0011847	Migraine		4
Migraine	MONDO:0100431	canonical	canonical_model_review	TRUE	0	1	MONDO:0100431		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0100431	Migraine		1
Motor neuron disease	MONDO:0020128	canonical	canonical_model_review	TRUE	0	1	MONDO:0020128		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0020128	Motor neuron disease		1
Multiple myeloma	MONDO:0009693	canonical	canonical_model_review	TRUE	0	1	MONDO:0009693		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0009693	Multiple myeloma		21
Multiple sclerosis	MONDO:0005301	canonical	canonical_model_review	TRUE	0	1	MONDO:0005301		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005301	Multiple sclerosis		46
Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms	EFO:0004251	canonical	canonical_model_review	TRUE	0	1	EFO:0004251		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0004251	Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms		7
Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms	EFO:1000201	canonical	canonical_human_review	TRUE	0	1	EFO:1000201		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1000201	Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms		2
Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms	MONDO:0002334	canonical	canonical_model_review	TRUE	0	1	MONDO:0002334		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002334	Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms		1
Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms	MONDO:0005170	canonical	canonical_model_review	TRUE	0	1	MONDO:0005170		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005170	Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms		1
Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms	MONDO:0020076	canonical	canonical_model_review	TRUE	0	1	MONDO:0020076		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0020076	Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms		1
Myocarditis	MONDO:0004496	canonical	canonical_model_review	TRUE	0	1	MONDO:0004496		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004496	Myocarditis		4
Nasopharynx cancer	MONDO:0005375	canonical	canonical_model_review	TRUE	0	1	MONDO:0005375		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005375	Nasopharynx cancer		12
Neck pain	HP:0030833	canonical	canonical_model_review	TRUE	0	1	HP:0030833		original	04_evidence_package_reviewed.csv	ontology_id	HP:0030833	Neck pain		8
Neonatal disorders	EFO:1000739	canonical	canonical_model_review	TRUE	0	1	EFO:1000739		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1000739	Neonatal disorders		1
Neonatal disorders	MONDO:0100086	canonical	canonical_model_review	TRUE	0	1	MONDO:0100086		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0100086	Neonatal disorders		4
Neonatal encephalopathy due to birth asphyxia and trauma	EFO:0009446	canonical	canonical_model_review	TRUE	0	1	EFO:0009446		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0009446	Neonatal encephalopathy due to birth asphyxia and trauma		2
Neonatal encephalopathy due to birth asphyxia and trauma	HP:0001298	canonical	canonical_human_review	TRUE	0	1	HP:0001298		original	04_evidence_package_reviewed.csv	ontology_id	HP:0001298	Neonatal encephalopathy due to birth asphyxia and trauma		3
Neonatal encephalopathy due to birth asphyxia and trauma	MONDO:0006663	canonical	canonical_model_review	TRUE	0	1	MONDO:0006663		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006663	Neonatal encephalopathy due to birth asphyxia and trauma		1
Neonatal preterm birth	EFO:0006917	canonical	canonical_model_review	TRUE	0	1	EFO:0006917		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0006917	Neonatal preterm birth		11
Neonatal sepsis and other neonatal infections	HP:0040187	canonical	canonical_model_review	TRUE	0	1	HP:0040187		original	04_evidence_package_reviewed.csv	ontology_id	HP:0040187	Neonatal sepsis and other neonatal infections		1
Neonatal sepsis and other neonatal infections	MONDO:0005313	canonical	canonical_model_review	TRUE	0	1	MONDO:0005313		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005313	Neonatal sepsis and other neonatal infections		1
Neural tube defects	MONDO:0020705	canonical	canonical_model_review	TRUE	0	1	MONDO:0020705		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0020705	Neural tube defects		2
Neuroblastoma and other peripheral nervous cell tumors	MONDO:0005072	canonical	canonical_model_review	TRUE	0	1	MONDO:0005072		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005072	Neuroblastoma and other peripheral nervous cell tumors		9
Non-Hodgkin lymphoma	MONDO:0007243	canonical	canonical_model_review	TRUE	0	1	MONDO:0007243		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0007243	Non-Hodgkin lymphoma		1
Non-Hodgkin lymphoma	MONDO:0018905	canonical	canonical_model_review	TRUE	0	1	MONDO:0018905		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0018905	Non-Hodgkin lymphoma		9
Non-Hodgkin lymphoma	MONDO:0018906	canonical	canonical_model_review	TRUE	0	1	MONDO:0018906		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0018906	Non-Hodgkin lymphoma		9
Non-Hodgkin lymphoma	MONDO:0018908	canonical	canonical_model_review	TRUE	0	1	MONDO:0018908		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0018908	Non-Hodgkin lymphoma		11
Non-melanoma skin cancer	EFO:0009260	canonical	canonical_model_review	TRUE	0	1	EFO:0009260		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0009260	Non-melanoma skin cancer		4
Non-melanoma skin cancer	MONDO:0002656	canonical	canonical_model_review	TRUE	0	1	MONDO:0002656		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002656	Non-melanoma skin cancer		1
Non-melanoma skin cancer	MONDO:0002898	canonical	canonical_human_review	TRUE	0	1	MONDO:0002898		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002898	Non-melanoma skin cancer		5
Non-melanoma skin cancer (basal-cell carcinoma)	EFO:0009260	canonical	canonical_model_review	TRUE	0	1	EFO:0009260		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0009260	Non-melanoma skin cancer (basal-cell carcinoma)		4
Non-melanoma skin cancer (basal-cell carcinoma)	MONDO:0020804	canonical	canonical_model_review	TRUE	0	1	MONDO:0020804		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0020804	Non-melanoma skin cancer (basal-cell carcinoma)		17
Non-melanoma skin cancer (squamous-cell carcinoma)	EFO:1001927	canonical	canonical_model_review	TRUE	0	1	EFO:1001927		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1001927	Non-melanoma skin cancer (squamous-cell carcinoma)		3
Non-rheumatic calcific aortic valve disease	MONDO:0003803	canonical	canonical_model_review	TRUE	0	1	MONDO:0003803		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0003803	Non-rheumatic calcific aortic valve disease		8
Non-rheumatic calcific aortic valve disease	MONDO:0005463	canonical	canonical_model_review	TRUE	0	1	MONDO:0005463		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005463	Non-rheumatic calcific aortic valve disease		5
Non-rheumatic valvular heart disease	MONDO:0000471	canonical	canonical_model_review	TRUE	0	1	MONDO:0000471		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000471	Non-rheumatic valvular heart disease		6
Non-rheumatic valvular heart disease	MONDO:0005648	canonical	canonical_model_review	TRUE	0	1	MONDO:0005648		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005648	Non-rheumatic valvular heart disease		1
Nonalcoholic fatty liver disease including cirrhosis	MONDO:0004790	canonical	canonical_model_review	TRUE	0	1	MONDO:0004790		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004790	Nonalcoholic fatty liver disease including cirrhosis		6
Nonalcoholic fatty liver disease including cirrhosis	MONDO:0007027	canonical	canonical_model_review	TRUE	0	1	MONDO:0007027		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0007027	Nonalcoholic fatty liver disease including cirrhosis		3
Nonalcoholic fatty liver disease including cirrhosis	MONDO:0013209	canonical	canonical_model_review	TRUE	0	1	MONDO:0013209		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0013209	Nonalcoholic fatty liver disease including cirrhosis		28
Opioid use disorders	EFO:0010702	canonical	canonical_model_review	TRUE	0	1	EFO:0010702		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0010702	Opioid use disorders		8
Oral disorders	EFO:0009468	canonical	canonical_model_review	TRUE	0	1	EFO:0009468		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0009468	Oral disorders		7
Oral disorders	MONDO:0001165	canonical	canonical_model_review	TRUE	0	1	MONDO:0001165		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0001165	Oral disorders		4
Oral disorders	MONDO:0006858	canonical	canonical_model_review	TRUE	0	1	MONDO:0006858		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006858	Oral disorders		7
Oral disorders	MONDO:0006999	canonical	canonical_model_review	TRUE	0	1	MONDO:0006999		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006999	Oral disorders		7
Orofacial clefts	EFO:0003959	canonical	canonical_model_review	TRUE	0	1	EFO:0003959		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0003959	Orofacial clefts		26
Orofacial clefts	HP:0000175	canonical	canonical_model_review	TRUE	0	1	HP:0000175		original	04_evidence_package_reviewed.csv	ontology_id	HP:0000175	Orofacial clefts		20
Orofacial clefts	HP:0000202	canonical	canonical_model_review	TRUE	0	1	HP:0000202		original	04_evidence_package_reviewed.csv	ontology_id	HP:0000202	Orofacial clefts		9
